GMT,AST,Seconds in Period,Speed (M/S)
2019-08-07 06:00:00,2019-08-07 02:00:00,25200,4.1299999999999999
2019-08-07 06:50:00,2019-08-07 02:50:00,45600,3.8700000000000001
2019-08-07 07:20:00,2019-08-07 03:20:00,51600,3.5099999999999998
2019-08-07 07:40:00,2019-08-07 03:40:00,56400,3.2000000000000002
2019-08-07 08:20:00,2019-08-07 04:20:00,108000,2.3199999999999998
2019-08-07 09:20:00,2019-08-07 05:20:00,57600,0.47999999999999998
2019-08-07 09:30:00,2019-08-07 05:30:00,69600,1.21
2019-08-07 14:00:00,2019-08-07 10:00:00,71400,1.3300000000000001
2019-08-07 15:00:00,2019-08-07 11:00:00,38400,0.34000000000000002
2019-08-07 15:10:00,2019-08-07 11:10:00,37200,0.28999999999999998
2019-08-07 17:50:00,2019-08-07 13:50:00,61800,3.6400000000000001
2019-08-07 18:30:00,2019-08-07 14:30:00,31800,4.1100000000000003
2019-08-07 21:50:00,2019-08-07 17:50:00,70200,1.1499999999999999
2019-08-08 02:30:00,2019-08-07 22:30:00,85800,1.3100000000000001
2019-08-08 03:10:00,2019-08-07 23:10:00,55800,0.68999999999999995
2019-08-08 03:50:00,2019-08-07 23:50:00,45000,0.62
2019-08-08 04:30:00,2019-08-08 00:30:00,81600,1.4099999999999999
2019-08-08 05:00:00,2019-08-08 01:00:00,88800,1.97
2019-08-08 06:20:00,2019-08-08 02:20:00,51000,3.46
2019-08-08 06:50:00,2019-08-08 02:50:00,53400,3.8300000000000001
2019-08-08 07:40:00,2019-08-08 03:40:00,62400,3.7599999999999998
2019-08-08 08:10:00,2019-08-08 04:10:00,45000,3.3999999999999999
2019-08-08 08:20:00,2019-08-08 04:20:00,46200,3.3199999999999998
2019-08-08 16:10:00,2019-08-08 12:10:00,19200,8.9999999999999997E-2
2019-08-08 18:50:00,2019-08-08 14:50:00,49800,3.4500000000000002
2019-08-08 19:20:00,2019-08-08 15:20:00,40800,3.79
2019-08-08 20:40:00,2019-08-08 16:40:00,45000,3.3700000000000001
2019-08-08 20:50:00,2019-08-08 16:50:00,37200,3.2400000000000002
2019-08-08 23:10:00,2019-08-08 19:10:00,96600,2.1600000000000001
2019-08-09 04:40:00,2019-08-09 00:40:00,15600,0.11
2019-08-09 05:40:00,2019-08-09 01:40:00,73800,1.3799999999999999
2019-08-09 05:50:00,2019-08-09 01:50:00,57000,1.71
2019-08-09 07:20:00,2019-08-09 03:20:00,38400,3.27
2019-08-09 08:00:00,2019-08-09 04:00:00,44400,3.73
2019-08-09 08:30:00,2019-08-09 04:30:00,46200,3.6699999999999999
2019-08-09 08:50:00,2019-08-09 04:50:00,49200,3.5499999999999998
2019-08-09 10:20:00,2019-08-09 06:20:00,110400,2.02
2019-08-09 11:00:00,2019-08-09 07:00:00,63600,0.90000000000000002
2019-08-09 11:10:00,2019-08-09 07:10:00,51000,0.45000000000000001
2019-08-09 14:50:00,2019-08-09 10:50:00,99000,2.0800000000000001
2019-08-09 17:10:00,2019-08-09 13:10:00,7200,5.0000000000000003E-2
2019-08-09 17:50:00,2019-08-09 13:50:00,78600,1.3899999999999999
2019-08-09 18:30:00,2019-08-09 14:30:00,91200,1.8899999999999999
2019-08-09 21:10:00,2019-08-09 17:10:00,50400,3.6200000000000001
2019-08-09 23:50:00,2019-08-09 19:50:00,43800,0.46000000000000002
2019-08-10 05:20:00,2019-08-10 01:20:00,54600,0.56000000000000005
2019-08-10 08:30:00,2019-08-10 04:30:00,51000,3.2999999999999998
2019-08-10 18:10:00,2019-08-10 14:10:00,19200,0.12
2019-08-10 18:30:00,2019-08-10 14:30:00,51600,0.77000000000000002
2019-08-11 00:40:00,2019-08-10 20:40:00,49200,0.63
2019-08-11 05:50:00,2019-08-11 01:50:00,69600,1.0900000000000001
2019-08-11 07:20:00,2019-08-11 03:20:00,66000,1.1100000000000001
2019-08-11 19:10:00,2019-08-11 15:10:00,37200,0.31
2019-08-12 08:00:00,2019-08-12 04:00:00,21000,0.14999999999999999
2019-08-12 09:00:00,2019-08-12 05:00:00,76800,1.6100000000000001
2019-08-12 11:50:00,2019-08-12 07:50:00,52200,3.6899999999999999
2019-08-12 18:30:00,2019-08-12 14:30:00,90000,1.77
2019-08-13 01:00:00,2019-08-12 21:00:00,44400,3.25
2019-08-13 13:10:00,2019-08-13 09:10:00,49200,3.4700000000000002
2019-08-13 15:50:00,2019-08-13 11:50:00,109800,2.2000000000000002
2019-08-13 21:00:00,2019-08-13 17:00:00,34800,0.25
2019-08-13 23:40:00,2019-08-13 19:40:00,52800,3.2599999999999998
2019-08-14 08:00:00,2019-08-14 04:00:00,75000,1.6499999999999999
2019-08-14 12:50:00,2019-08-14 08:50:00,45000,3.9500000000000002
2019-08-14 13:00:00,2019-08-14 09:00:00,39000,4
2019-08-14 15:30:00,2019-08-14 11:30:00,74400,1.6799999999999999
2019-08-15 01:50:00,2019-08-14 21:50:00,51600,3.8199999999999998
2019-08-15 09:30:00,2019-08-15 05:30:00,58200,0.97999999999999998
2019-08-15 13:50:00,2019-08-15 09:50:00,34800,3.9900000000000002
2019-08-16 15:40:00,2019-08-16 11:40:00,49200,3.2200000000000002
2019-08-16 22:50:00,2019-08-16 18:50:00,48000,0.54000000000000004
2019-08-16 23:00:00,2019-08-16 19:00:00,46200,0.33000000000000002
2019-08-17 03:50:00,2019-08-16 23:50:00,43800,3.3599999999999999
2019-08-18 00:10:00,2019-08-17 20:10:00,67200,0.96999999999999997
2019-08-18 12:00:00,2019-08-18 08:00:00,12600,7.0000000000000007E-2
2019-08-19 12:30:00,2019-08-19 08:30:00,27600,0.14000000000000001
2019-08-22 14:30:00,2019-08-22 10:30:00,43800,0.29999999999999999
2019-08-29 12:50:00,2019-08-29 08:50:00,24000,4.25
2019-08-29 13:20:00,2019-08-29 09:20:00,31200,4.0499999999999998
2019-08-30 13:10:00,2019-08-30 09:10:00,4800,4.5999999999999996
2019-08-31 04:50:00,2019-08-31 00:50:00,48000,0.41999999999999998
2019-08-31 14:00:00,2019-08-31 10:00:00,1200,4.7199999999999998
2019-08-31 14:10:00,2019-08-31 10:10:00,7200,4.6399999999999997
2019-08-31 14:20:00,2019-08-31 10:20:00,8400,4.5899999999999999
2019-09-01 14:40:00,2019-09-01 10:40:00,1200,4.7300000000000004
2019-09-01 14:50:00,2019-09-01 10:50:00,1200,4.75
2019-09-01 15:00:00,2019-09-01 11:00:00,6000,4.6699999999999999
2019-09-03 05:10:00,2019-09-03 01:10:00,27000,4.0899999999999999
2019-09-05 05:30:00,2019-09-05 01:30:00,30600,4.0599999999999996
2019-09-11 08:10:00,2019-09-11 04:10:00,24000,0.16
2019-09-13 09:50:00,2019-09-13 05:50:00,2400,0.01
2019-09-20 14:00:00,2019-09-20 10:00:00,9600,5.9999999999999998E-2
2019-09-27 11:50:00,2019-09-27 07:50:00,21600,4.3300000000000001
2019-09-30 11:20:00,2019-09-30 07:20:00,10200,4.0000000000000001E-2
2019-09-30 14:30:00,2019-09-30 10:30:00,1800,4.7400000000000002
2019-10-27 09:30:00,2019-10-27 05:30:00,3000,2.9999999999999999E-2
2019-11-28 05:40:00,2019-11-28 01:40:00,1800,0.02
2020-04-09 02:10:00,2020-04-08 22:10:00,1800,4.71
